5 25 31 0
6 25 34 0
7 25 13 3
8 25 5 20
0 26 40 9
1 26 0 35
2 26 25 20
3 26 3 0
4 26 40 30
5 26 30 0
6 26 33 0
7 26 13 4
8 26 4 20
0 27 40 9
1 27 0 36
2 27 26 20
3 27 3 0
4 27 40 31
5 27 29 0
6 27 33 0
7 27 13 5
8 27 4 20
0 28 40 8
1 28 0 38
2 28 26 20
3 28 2 0
4 28 40 32
5 28 28 0
6 28 32 0
7 28 13 6
8 28 3 20
0 29 40 7
1 29 0 39
2 29 26 21
3 29 1 0
4 29 40 33
5 29 27 0
6 29 31 0
7 29 13 7
8 29 2 20
0 30 40 6
1 30 0 40
2 30 26 22
3 30 0 0
4 30 40 34
5 30 26 0
6 30 30 0
7 30 13 8
8 30 1 20
0 31 40 6
1 31 2 40
2 31 26 23
3 31 0 0
4 31 40 36
5 31 25 0
6 31 29 0
7 31 13 9
8 31 0 20
0 32 40 5
1 32 3 40
2 32 26 24
3 32 0 0
4 32 40 37
5 32 24 0
6 32 28 0
7 32 13 10
8 32 0 19
0 33 40 4
1 33 4 40
2 33 26 25
3 33 0 1
4 33 40 37
5 33 23 0
6 33 28 0
7 33 13 11
8 33 0 18
0 34 40 3
1 34 6 40
2 34 26 26
3 34 0 2
4 34 40 38
5 34 22 0
6 34 27 0
7 34 13 12
8 34 0 17
0 35 40 3
1 35 7 40
2 35 26 27
3 35 0 2
4 35 40 39
5 35 21 0
6 35 26 0
7 35 13 13
8 35 0 16
0 36 40 2
1 36 8 40
2 36 26 28
3 36 0 3
4 36 39 40
5 36 20 0
6 36 25 0
7 36 13 14
8 36 0 15
0 37 40 1
1 37 9 40
2 37 26 29
3 37 0 4
4 37 38 40
5 37 18 0
6 37 24 0
7 37 13 15
8 37 0 13
0 38 40 0
1 38 11 40
2 38 26 30
3 38 0 5
4 38 37 39
5 38 17 0
6 38 24 0
7 38 13 15
8 38 0 12
0 39 40 0
1 39 12 40
2 39 26 31
3 39 0 5
4 39 35 40
5 39 16 0
6 39 23 0
7 39 13 16
8 39 0 11
0 40 39 0
1 40 13 40
2 40 26 32
3 40 0 6
4 40 34 40
5 40 15 0
6 40 22 0
7 40 13 17
8 40 0 10
0 41 38 0
1 41 14 40
2 41 26 33
3 41 0 7
4 41 33 40
5 41 14 0
6 41 21 0
7 41 13 18
8 41 0 9
0 42 37 0
1 42 15 40
2 42 26 34
3 42 0 8
4 42 32 40
5 42 13 0
6 42 20 0
7 42 13 19
8 42 0 8
0 43 37 0
1 43 15 40
2 43 26 35
3 43 0 8
4 43 31 40
5 43 13 0
6 43 19 0
7 43 13 20
8 43 0 7
0 44 36 0
1 44 16 40
2 44 26 36
3 44 0 9
4 44 30 40
5 44 13 1
6 44 19 0
7 44 13 21
8 44 0 5
0 45 35 0
1 45 17 40
2 45 26 36
3 45 0 10
4 45 29 40
5 45 13 2
6 45 18 0
7 45 13 22
8 45 0 4
0 46 34 0
1 46 18 40
2 46 26 37
3 46 0 11
4 46 27 40
5 46 13 3
6 46 17 0
7 46 13 23
8 46 0 3
0 47 34 0
1 47 18 40
2 47 26 38
3 47 0 11
4 47 26 40
5 47 13 4
6 47 16 0
7 47 13 24
8 47 0 2
0 48 33 0
1 48 19 40
2 48 26 39
3 48 0 12
4 48 25 40
5 48 13 5
6 48 15 0
7 48 13 24
8 48 0 1
0 49 32 0
1 49 20 40
2 49 27 39
3 49 0 13
4 49 24 40
5 49 13 6
6 49 15 0
7 49 13 25
8 49 0 0
0 50 31 0
1 50 20 40
2 50 28 40
3 50 0 14
4 50 23 40
5 50 13 7
6 50 14 0
7 50 13 26
8 50 1 0
0 51 31 0
1 51 21 40
2 51 29 40
3 51 0 15
4 51 22 40
5 51 13 8
6 51 13 0
7 51 13 27
8 51 2 0
0 52 30 0
1 52 22 40
2 52 30 40
3 52 0 16
4 52 21 40
5 52 13 9
6 52 13 0
7 52 13 28
8 52 3 0
0 53 29 0
1 53 23 40
2 53 31 40
3 53 0 17
4 53 20 40
5 53 13 10
6 53 13 1
7 53 13 29
8 53 4 0
0 54 28 0
1 54 23 40
2 54 32 40
3 54 0 18
4 54 18 40
5 54 13 11
6 54 13 2
7 54 13 30
8 54 6 0
0 55 28 0
1 55 24 40
2 55 33 40
3 55 0 19
4 55 17 40
5 55 13 12
6 55 13 3
7 55 13 31
8 55 7 0
0 56 27 0
1 56 25 40
2 56 34 40
3 56 0 19
4 56 16 40
5 56 13 13
6 56 13 4
7 56 13 32
8 56 8 0
0 57 26 0
1 57 26 40
2 57 35 40
3 57 1 20
4 57 15 40
5 57 13 14
6 57 13 4
7 57 13 32
8 57 9 0
0 58 26 0
1 58 27 40
2 58 36 40
3 58 2 19
4 58 14 40
5 58 13 15
6 58 13 5
7 58 13 33
8 58 11 0
0 59 26 1
1 59 28 40
2 59 37 40
3 59 3 20
4 59 13 39
5 59 13 17
6 59 13 6
7 59 13 34
8 59 12 0
0 60 26 2
1 60 28 40
2 60 38 40
3 60 4 20
4 60 13 38
5 60 13 18
6 60 13 7
7 60 13 35
8 60 13 0
0 61 26 3
1 61 29 40
2 61 39 40
3 61 5 20
4 61 13 37
5 61 13 19
6 61 13 8
7 61 13 36
8 61 14 0
0 62 26 3
1 62 30 40
2 62 40 39
3 62 6 20
4 62 13 36
5 62 13 20
6 62 13 8
7 62 13 37
8 62 16 0
0 63 26 4
1 63 31 40
2 63 40 38
3 63 7 20
4 63 13 35
5 63 13 21
6 63 13 9
7 63 13 38
8 63 17 0
0 64 26 6
1 64 32 40
2 64 40 37
3 64 8 20
4 64 13 34
5 64 13 22
6 64 13 10
7 64 13 39
8 64 18 0
0 65 26 7
1 65 33 40
2 65 40 36
3 65 9 20
4 65 13 33
5 65 13 23
6 65 13 11
7 65 13 40
8 65 19 0
0 66 26 8
1 66 34 40
2 66 40 35
3 66 10 20
4 66 13 31
5 66 13 24
6 66 13 12
7 66 14 40
8 66 21 0
0 67 26 9
1 67 36 40
2 67 40 35
3 67 11 20
4 67 13 30
5 67 13 26
6 67 13 13
7 67 15 40
8 67 22 0
0 68 26 10
1 68 37 40
2 68 40 34
3 68 12 20
4 68 13 29
5 68 13 27
6 68 13 13
7 68 16 39
8 68 23 0
0 69 26 11
1 69 38 40
2 69 40 33
3 69 13 20
4 69 13 28
5 69 13 28
6 69 13 14
7 69 17 39
8 69 24 0
0 70 26 13
1 70 39 40
2 70 40 32
3 70 13 19
4 70 13 27
5 70 13 29
6 70 13 15
7 70 17 40
8 70 26 0
0 71 26 14
1 71 40 39
2 71 40 31
3 71 13 18
4 71 13 26
5 71 13 30
6 71 13 16
7 71 18 40
8 71 27 0
0 72 26 15
1 72 40 38
2 72 40 30
3 72 13 17
4 72 13 25
5 72 13 31
6 72 13 17
7 72 19 40
8 72 28 0
0 73 26 16
1 73 40 37
2 73 40 29
3 73 13 16
4 73 13 24
5 73 13 32
6 73 13 18
7 73 20 40
8 73 29 0
0 74 26 17
1 74 40 36
2 74 40 28
3 74 13 15
4 74 13 23
5 74 13 33
6 74 13 19
7 74 21 40
8 74 30 0
0 75 26 18
1 75 40 35
2 75 40 27
3 75 13 14
4 75 13 22
5 75 13 35
6 75 13 20
7 75 22 40
8 75 31 0
0 76 26 19
1 76 40 34
2 76 40 26
3 76 13 13
4 76 13 22
5 76 13 36
6 76 14 20
7 76 23 40
8 76 32 0
0 77 26 20
1 77 40 33
2 77 40 25
3 77 13 12
4 77 13 21
5 77 13 37
6 77 15 20
7 77 24 40
8 77 33 0
0 78 26 21
1 78 40 32
2 78 40 24
3 78 13 11
4 78 13 20
5 78 13 38
6 78 16 20
7 78 25 40
8 78 34 0
0 79 26 22
1 79 40 31
2 79 40 23
3 79 13 10
4 79 14 20
5 79 13 38
6 79 16 20
7 79 25 40
8 79 34 0
0 80 26 23
1 80 40 30
2 80 40 22
3 80 13 9
4 80 15 20
5 80 13 39
6 80 17 20
7 80 26 40
8 80 35 0
0 81 26 23
1 81 40 29
2 81 40 21
3 81 13 8
4 81 16 20
5 81 13 40
6 81 18 20
7 81 27 40
8 81 36 0
0 82 26 24
1 82 40 28
2 82 40 20
3 82 13 7
4 82 17 20
5 82 12 40
6 82 19 20
7 82 28 40
8 82 37 0
0 83 26 25
1 83 40 27
2 83 39 20
3 83 13 6
4 83 18 20
5 83 11 40
6 83 20 20
7 83 29 40
8 83 38 0
0 84 26 26
1 84 40 26
2 84 39 20
3 84 13 5
4 84 19 20
5 84 11 40
6 84 21 20
7 84 30 40
8 84 39 0
0 85 26 27
1 85 40 25
2 85 38 20
3 85 13 4
4 85 20 20
5 85 10 39
6 85 22 20
7 85 31 40
8 85 40 0
0 86 26 28
1 86 40 24
2 86 37 20
3 86 13 3
4 86 20 20
5 86 9 40
6 86 22 20
7 86 32 40
8 86 40 1
0 87 26 29
1 87 40 23
2 87 36 20
3 87 13 2
4 87 21 20
5 87 7 40
6 87 23 20
7 87 33 40
8 87 40 2
0 88 26 30
1 88 40 22
2 88 35 20
3 88 13 1
4 88 22 20
5 88 6 40
6 88 24 20
7 88 33 40
8 88 40 2
0 89 26 31
1 89 40 22
2 89 34 20
3 89 13 0
4 89 23 20
5 89 5 40
6 89 25 20
7 89 34 40
8 89 40 3
0 90 26 32
1 90 40 21
2 90 33 20
3 90 12 0
4 90 24 20
5 90 4 40
6 90 26 20
7 90 35 40
8 90 40 4
0 91 26 33
1 91 40 20
2 91 32 20
3 91 11 0
4 91 25 20
5 91 2 40
6 91 26 19
7 91 36 40
8 91 40 5
0 92 26 34
1 92 40 19
2 92 32 20
3 92 10 0
4 92 26 20
5 92 1 40
6 92 26 18
7 92 37 40
8 92 40 6
0 93 26 35
1 93 40 18
2 93 31 20
3 93 9 0
4 93 27 20
5 93 0 40
6 93 26 17
7 93 38 40
8 93 40 7
0 94 26 36
1 94 40 17
2 94 30 20
3 94 8 0
4 94 28 20
5 94 0 38
6 94 26 17
7 94 39 40
8 94 40 8
0 95 26 38
1 95 40 16
2 95 29 20
3 95 7 0
4 95 29 20
5 95 0 37
6 95 26 16
7 95 40 39
8 95 40 9
0 96 26 39
1 96 40 15
2 96 28 20
3 96 6 0
4 96 30 20
5 96 0 36
6 96 26 15
7 96 40 38
8 96 40 10
0 97 26 40
1 97 40 15
2 97 27 20
3 97 5 0
4 97 31 20
5 97 0 35
6 97 26 14
7 97 40 38
8 97 40 11
0 98 27 40
1 98 40 14
2 98 26 20
3 98 4 0
4 98 32 20
5 98 0 33
6 98 26 13
7 98 40 37
8 98 40 11
0 99 28 40
1 99 40 13
2 99 25 20
3 99 3 0
4 99 33 20
5 99 0 32
6 99 26 12
7 99 40 36
8 99 40 12
0 100 29 40
1 100 40 12
2 100 24 20
3 100 2 0
4 100 34 20
5 100 0 31
6 100 26 12
7 100 40 35
8 100 40 13
0 101 30 40
1 101 40 11
2 101 24 20
3 101 1 0
4 101 36 20
5 101 0 29
6 101 26 11
7 101 40 34
8 101 40 14
0 102 31 40
1 102 40 10
2 102 23 20
3 102 0 0
4 102 37 20
5 102 0 28
6 102 26 10
7 102 40 33
8 102 40 15
0 103 32 40
1 103 40 9
2 103 22 20
3 103 0 0
4 103 38 20
5 103 0 27
6 103 26 9
7 103 40 32
8 103 40 16
0 104 33 40
1 104 40 8
2 104 21 20
3 104 0 1
4 104 39 20
5 104 0 26
6 104 26 8
7 104 40 31
8 104 40 17
0 105 34 40
1 105 40 6
2 105 20 20
3 105 0 2
4 105 40 18
5 105 0 24
6 105 26 7
7 105 40 30
8 105 40 18
0 106 35 40
1 106 40 5
2 106 19 20
3 106 0 3
4 106 40 17
5 106 0 23
6 106 26 6
7 106 40 30
8 106 40 19
0 107 36 40
1 107 40 4
2 107 18 20
3 107 0 4
4 107 40 16
5 107 0 22
6 107 26 6
7 107 40 29
8 107 40 19
0 108 37 40
1 108 40 3
2 108 17 20
3 108 0 5
4 108 40 15
5 108 0 20
6 108 26 5
7 108 40 28
8 108 39 20
0 109 38 40
1 109 40 2
2 109 17 20
3 109 0 6
4 109 40 14
5 109 0 19
6 109 26 4
7 109 40 27
8 109 38 20
0 110 39 40
1 110 40 1
2 110 16 20
3 110 0 7
4 110 40 13
5 110 0 18
6 110 26 3
7 110 40 26
8 110 37 20
0 111 40 39
1 111 40 0
2 111 15 20
3 111 0 8
4 111 40 12
5 111 0 17
6 111 26 2
7 111 40 25
8 111 36 20
0 112 40 39
1 112 39 0
2 112 14 20
3 112 0 9
4 112 40 11
5 112 0 16
6 112 26 1
7 112 40 24
8 112 35 20
0 113 40 38
1 113 38 0
2 113 13 20
3 113 0 10
4 113 40 10
5 113 0 15
6 113 26 1
7 113 40 23
8 113 34 20
0 114 40 37
1 114 37 0
2 114 13 20
3 114 0 11
4 114 40 9
5 114 0 14
6 114 26 0
7 114 40 23
8 114 33 20
0 115 40 36
1 115 36 0
2 115 13 21
3 115 0 12
4 115 40 8
5 115 0 13
6 115 27 0
7 115 40 22
8 115 31 20
0 116 40 35
1 116 34 0
2 116 13 22
3 116 0 13
4 116 40 7
5 116 0 12
6 116 28 0
7 116 40 22
8 116 30 20
0 117 40 35
1 117 33 0
2 117 13 23
3 117 0 14
4 117 40 6
5 117 0 11
6 117 29 0
7 117 40 21
8 117 29 20
0 118 40 34
1 118 32 0
2 118 13 24
3 118 0 15
4 118 40 6
5 118 0 10
6 118 29 0
7 118 40 20
8 118 28 20
0 119 40 33
1 119 31 0
2 119 13 25
3 119 0 16
4 119 40 5
5 119 0 8
6 119 30 0
7 119 40 20
8 119 27 20
0 120 40 32
1 120 30 0
2 120 13 25
3 120 0 17
4 120 40 4
5 120 0 7
6 120 31 0
7 120 39 20
8 120 26 20
0 121 40 31
1 121 29 0
2 121 13 26
3 121 0 18
4 121 40 3
5 121 0 6
6 121 32 0
7 121 39 20
8 121 26 21
0 122 40 30
1 122 28 0
2 122 13 27
3 122 0 19
4 122 40 2
5 122 0 5
6 122 33 0
7 122 38 20
8 122 26 22
0 123 40 30
1 123 27 0
2 123 13 28
3 123 0 20
4 123 40 1
5 123 0 4
6 123 34 0
7 123 37 20
8 123 26 23
0 124 40 29
1 124 26 0
2 124 13 29
3 124 1 20
4 124 40 0
5 124 0 3
6 124 34 0
7 124 37 20
8 124 26 24
0 125 40 28
1 125 25 0
2 125 13 30
3 125 2 20
4 125 39 0
5 125 0 3
6 125 35 0
7 125 36 20
8 125 26 25
0 126 40 27
1 126 24 0
2 126 13 31
3 126 3 20
4 126 37 0
5 126 0 2
6 126 36 0
7 126 36 20
8 126 26 26
0 127 40 26
1 127 23 0
2 127 13 32
3 127 5 20
4 127 36 0
5 127 0 1
6 127 37 0
7 127 35 20
8 127 26 27
0 128 40 25
1 128 22 0
2 128 13 33
3 128 6 20
4 128 35 0
5 128 0 0
6 128 38 0
7 128 34 20
8 128 26 28
0 129 40 25
1 129 21 0
2 129 13 33
3 129 7 20
4 129 34 0
5 129 0 0
6 129 39 0
7 129 34 20
8 129 26 28
0 130 40 24
1 130 20 0
2 130 13 34
3 130 8 20
4 130 32 0
5 130 1 0
6 130 39 0
7 130 33 20
8 130 26 29
0 131 40 23
1 131 19 0
2 131 13 35
3 131 9 20
4 131 31 0
5 131 2 0
6 131 40 1
7 131 33 20
8 131 26 30
0 132 40 22
1 132 18 0
2 132 13 36
3 132 10 20
4 132 30 0
5 132 3 0
6 132 40 2
7 132 32 20
8 132 26 31
0 133 40 21
1 133 16 0
2 133 13 37
3 133 11 20
4 133 28 0
5 133 4 0
6 133 40 3
7 133 31 20
8 133 26 32
0 134 40 20
1 134 15 0
2 134 13 38
3 134 12 20
4 134 27 0
5 134 5 0
6 134 40 4
7 134 31 20
8 134 26 33
0 135 39 20
1 135 14 0
2 135 13 39
3 135 13 20
4 135 26 0
5 135 6 0
6 135 40 5
7 135 30 20
8 135 26 34
0 136 38 20
1 136 13 0
2 136 13 40
3 136 14 20
4 136 25 0
5 136 7 0
6 136 40 6
7 136 30 20
8 136 26 35
0 137 37 20
1 137 12 0
2 137 12 40
3 137 15 20
4 137 23 0
5 137 8 0
6 137 40 7
7 137 29 20
8 137 26 36
0 138 36 20
1 138 11 0
2 138 11 40
3 138 16 20
4 138 22 0
5 138 9 0
6 138 40 8
7 138 28 20
8 138 26 37
0 139 35 20
1 139 10 0
2 139 10 40
3 139 17 20
4 139 21 0
5 139 10 0
6 139 40 9
7 139 28 20
8 139 26 38
0 140 34 20
1 140 9 0
2 140 9 40
3 140 18 20
4 140 20 0
5 140 11 0
6 140 40 10
7 140 27 20
8 140 26 39
0 141 33 20
1 141 7 0
2 141 8 40
3 141 19 20
4 141 18 0
5 141 12 0
6 141 40 11
7 141 27 20
8 141 26 40
0 142 33 20
1 142 6 0
2 142 7 40
3 142 20 20
4 142 17 0
5 142 13 0
6 142 40 12
7 142 26 20
8 142 25 40
0 143 32 20
1 143 5 0
2 143 7 40
3 143 21 20
4 143 16 0
5 143 13 0
6 143 40 13
7 143 25 20
8 143 24 40
0 144 31 20
1 144 4 0
2 144 6 40
3 144 22 20
4 144 15 0
5 144 13 1
6 144 40 14
7 144 25 20
8 144 23 40
0 145 30 20
1 145 3 0
2 145 5 40
3 145 23 20
4 145 13 0
5 145 13 2
6 145 40 15
7 145 24 20
8 145 22 40
0 146 29 20
1 146 1 0
2 146 4 40
3 146 24 20
4 146 12 0
5 146 13 3
6 146 40 16
7 146 24 20
8 146 21 40
0 147 28 20
1 147 0 0
2 147 3 40
3 147 25 20
4 147 11 0
5 147 13 3
6 147 40 17
7 147 23 20
8 147 20 40
0 148 27 20
1 148 0 0
2 148 2 40
3 148 26 20
4 148 10 0
5 148 13 4
6 148 40 18
7 148 23 20
8 148 20 40
0 149 26 20
1 149 0 1
2 149 1 40
3 149 26 19
4 149 8 0
5 149 13 5
6 149 40 19
7 149 22 20
8 149 19 40
0 150 25 20
1 150 0 2
2 150 0 40
3 150 26 18
4 150 7 0
5 150 13 6
6 150 40 20
7 150 21 20
8 150 18 40
0 151 24 20
1 151 0 4
2 151 0 40
3 151 26 17
4 151 6 0
5 151 13 7
6 151 40 21
7 151 21 20
8 151 17 40
0 152 23 20
1 152 0 5
2 152 0 38
3 152 26 16
4 152 5 0
5 152 13 8
6 152 40 22
7 152 20 20
8 152 16 40
0 153 22 20
1 153 0 6
2 153 0 37
3 153 26 15
4 153 3 0
5 153 13 9
6 153 40 23
7 153 20 20
8 153 15 40
0 154 21 20
1 154 0 7
2 154 0 36
3 154 26 14
4 154 2 0
5 154 13 9
6 154 40 24
7 154 19 20
8 154 14 40
0 155 20 20
1 155 0 8
2 155 0 35
3 155 26 13
4 155 1 0
5 155 13 10
6 155 40 25
7 155 18 20
8 155 13 39
0 156 19 20
1 156 0 9
2 156 0 34
3 156 26 12
4 156 0 0
5 156 13 11
6 156 40 26
7 156 18 20
8 156 13 38
0 157 18 20
1 157 0 11
2 157 0 33
3 157 26 10
4 157 0 0
5 157 13 12
6 157 40 27
7 157 17 20
8 157 13 37
0 158 18 20
1 158 0 12
2 158 0 32
3 158 26 9
4 158 0 1
5 158 13 13
6 158 40 28
7 158 16 20
8 158 13 36
0 159 17 20
1 159 0 13
2 159 0 31
3 159 26 8
4 159 0 2
5 159 13 14
6 159 40 29
7 159 16 20
8 159 13 35
0 160 16 20
1 160 0 14
2 160 0 30
3 160 26 7
4 160 0 2
5 160 13 14
6 160 40 30
7 160 15 20
8 160 13 33
0 161 15 20
1 161 0 15
2 161 0 29
3 161 26 6
4 161 0 3
5 161 13 15
6 161 40 31
7 161 14 20
8 161 13 32
0 162 14 20
1 162 0 17
2 162 0 28
3 162 26 5
4 162 0 4
5 162 13 16
6 162 40 31
7 162 13 20
8 162 13 31
0 163 13 20
1 163 0 18
2 163 0 27
3 163 26 3
4 163 0 5
5 163 13 17
6 163 40 32
7 163 13 20
8 163 13 31
0 164 13 20
1 164 0 19
2 164 0 25
3 164 26 2
4 164 0 6
5 164 13 18
6 164 40 33
7 164 12 20
8 164 13 30
0 165 13 21
1 165 0 20
2 165 0 24
3 165 26 1
4 165 0 7
5 165 13 19
6 165 40 34
7 165 11 20
8 165 13 29
0 166 13 22
1 166 0 21
2 166 0 23
3 166 26 0
4 166 0 8
5 166 13 20
6 166 40 35
7 166 10 20
8 166 13 28
0 167 13 23
1 167 0 23
2 167 0 22
3 167 27 0
4 167 0 9
5 167 13 20
6 167 40 36
7 167 9 20
8 167 13 27
0 168 13 24
1 168 0 24
2 168 0 21
3 168 28 0
4 168 0 10
5 168 13 21
6 168 40 37
7 168 8 20
8 168 13 26
0 169 13 25
1 169 0 25
2 169 0 20
3 169 29 0
4 169 0 11
5 169 13 22
6 169 40 38
7 169 7 20
8 169 13 25
0 170 13 26
1 170 0 26
2 170 0 19
3 170 30 0
4 170 0 12
5 170 13 23
6 170 40 39
7 170 6 20
8 170 13 24
0 171 13 27
1 171 0 27
2 171 0 18
3 171 31 0
4 171 0 13
5 171 13 24
6 171 39 40
7 171 5 20
8 171 13 24
0 172 13 28
1 172 0 29
2 172 0 17
3 172 33 0
4 172 0 14
5 172 13 25
6 172 38 40
7 172 4 20
8 172 13 23
0 173 13 29
1 173 0 30
2 173 0 16
3 173 34 0
4 173 0 15
5 173 13 26
6 173 37 40
7 173 3 20
8 173 13 22
0 174 13 30
1 174 0 31
2 174 0 15
3 174 35 0
4 174 0 16
5 174 13 26
6 174 36 40
7 174 3 20
8 174 13 21
0 175 13 31
1 175 0 32
2 175 0 14
3 175 36 0
4 175 0 17
5 175 13 27
6 175 35 40
7 175 2 20
8 175 13 20
0 176 13 32
1 176 0 33
2 176 0 13
3 176 37 0
4 176 0 18
5 176 13 28
6 176 34 40
7 176 1 20
8 176 13 20
0 177 13 33
1 177 0 35
2 177 0 12
3 177 38 0
4 177 0 19
5 177 13 29
6 177 32 40
7 177 0 20
8 177 12 20
0 178 13 33
1 178 0 36
2 178 0 11
3 178 39 0
4 178 0 20
5 178 13 30
6 178 31 40
7 178 0 20
8 178 11 20
0 179 13 34
1 179 0 37
2 179 0 11
3 179 40 1
4 179 0 21
5 179 13 31
6 179 30 40
7 179 0 21
8 179 10 20
0 180 13 35
1 180 0 38
2 180 0 10
3 180 40 2
4 180 0 22
5 180 13 32
6 180 29 40
7 180 0 23
8 180 9 20
0 181 13 36
1 181 0 39
2 181 0 9
3 181 40 3
4 181 0 23
5 181 13 33
6 181 28 40
7 181 0 24
8 181 8 20
0 182 13 37
1 182 1 40
2 182 0 8
3 182 39 4
4 182 0 24
5 182 13 34
6 182 27 40
7 182 0 26
8 182 7 20
0 183 13 38
1 183 2 40
2 183 0 7
3 183 40 5
4 183 0 25
5 183 13 35
6 183 26 39
7 183 0 27
8 183 6 20
0 184 13 39
1 184 3 40
2 184 0 6
3 184 40 6
4 184 0 26
5 184 13 36
6 184 26 38
7 184 0 28
8 184 6 20
0 185 13 40
1 185 4 40
2 185 0 6
3 185 40 7
4 185 0 27
5 185 13 37
6 185 26 37
7 185 0 30
8 185 5 20
0 186 14 40
1 186 5 40
2 186 0 5
3 186 40 9
4 186 0 28
5 186 13 39
6 186 26 36
7 186 0 31
8 186 4 20
0 187 15 39
1 187 7 40
2 187 0 4
3 187 40 10
4 187 0 29
5 187 13 40
6 187 26 34
7 187 0 32
8 187 3 20
0 188 16 40
1 188 8 40
2 188 0 3
3 188 40 11
4 188 0 30
5 188 14 40
6 188 26 33
7 188 0 33
8 188 2 20
0 189 17 40
1 189 9 40
2 189 0 3
3 189 40 12
4 189 0 31
5 189 16 40
6 189 26 32
7 189 0 34
8 189 1 20
0 190 18 40
1 190 10 40
2 190 0 2
3 190 40 13
4 190 0 32
5 190 17 40
6 190 26 31
7 190 0 34
8 190 0 20
0 191 19 40
1 191 11 40
2 191 0 1
3 191 40 14
4 191 0 33
5 191 18 40
6 191 26 30
7 191 0 35
8 191 0 20
0 192 20 40
1 192 13 40
2 192 0 0
3 192 40 15
4 192 0 34
5 192 19 40
6 192 26 29
7 192 0 36
8 192 0 21
0 193 21 40
1 193 13 38
2 193 0 0
3 193 40 17
4 193 0 35
5 193 21 40
6 193 26 28
7 193 0 37
8 193 0 21
0 194 22 40
1 194 13 37
2 194 0 0
3 194 40 18
